,session_id,mall_id,lat,lng,activity,uniqueCount,totActiveDays,home_lat,home_long,mallidNearHome,work_lat,work_long,mallidNearWork,home_office_dist,one_home_dist,one_work_dist
103,148195684568674,23,39.848064,32.835148,Work,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,148200133269987,86,40.995384,28.909842,Residence,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,148208663944334,84,40.96933,29.091743,Work,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,148208663944334,84,40.96933,29.091743,Residence,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,148215557481676,86,40.995384,28.909842,Residence,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,148300701092016,26,41.109474,29.030212,Work,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,148352286132582,87,41.077419,29.011221,Work,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,148189517568623,89,41.070644,29.00189,Residence,1,24,39.89990793,32.80297968,105_1039,39.89990793,32.80297968,105_1039,0,347.17,347.17
15,148190036762491,88,40.98584,29.100296,Work,6,24,40.98537305,29.1017282,88_1096,40.98537305,29.1017282,88_1096,0,0.13,0.13
16,148190036762491,88,40.98584,29.100296,Residence,18,24,40.98537305,29.1017282,88_1096,40.98537305,29.1017282,88_1096,0,0.13,0.13
28,148191018800810,1096,40.986317,29.103914,Work,1,24,41.05334293,29.2350103,0,41.05334293,29.2350103,0,0,13.3,13.3
40,148191282321867,1033,41.038063,28.983295,Work,12,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.32,0.32
41,148191282321867,1001,41.040596,28.98838,Residence,1,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.83,0.83
42,148191282321867,1033,41.038063,28.983295,Residence,3,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.32,0.32
43,148191282321867,1077,41.030857,28.973768,Work,1,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.81,0.81
44,148191282321867,1077,41.030857,28.973768,Residence,16,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.81,0.81
45,148191282321867,1110,41.030804,28.983236,Residence,1,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.64,0.64
46,148191282321867,1025,41.034428,28.983999,Residence,2,24,41.03615557,28.98039467,1033_1025,41.03615557,28.98039467,1033_1025,0,0.36,0.36
52,148191968599585,78,41.086391,28.982019,Residence,8,24,41.09000524,28.9833083,78,41.09000524,28.9833083,78,0,0.42,0.42
53,148191968599585,78,41.086391,28.982019,Work,4,24,41.09000524,28.9833083,78,41.09000524,28.9833083,78,0,0.42,0.42
58,148192044877131,1059,41.006886,29.033216,Work,1,24,41.08332394,28.98989993,0,40.87077058,29.39042513,0,41.15,9.25,33.64
59,148192044877131,31,40.982479,29.13283,Work,1,24,41.08332394,28.98989993,0,40.87077058,29.39042513,0,41.15,16.43,24.98
5,148189322825486,87,41.077419,29.011221,Work,1,23,41.13246296,29.0410266,0,41.08977349,28.78862297,0,21.7,6.62,18.73
13,148190005424602,94,41.04657,28.897532,Residence,1,23,40.95555904,29.09387341,0,41.04562154,28.89626123,94,19.39,19.36,0.15
14,148190005424602,94,41.04657,28.897532,Work,11,23,40.95555904,29.09387341,0,41.04562154,28.89626123,94,19.39,19.36,0.15
25,148190775560204,89,41.070644,29.00189,Work,14,23,41.15376527,29.08846607,0,41.06691899,29.00008474,89,12.18,11.76,0.44
31,148191141215508,25,41.07671,29.027039,Work,13,23,40.94251751,29.15839389,0,41.07740391,29.02173211,25,18.9,18.57,0.45
33,148191153903326,78,41.086391,28.982019,Work,1,23,41.0490059,29.00016772,0,41.05469334,28.9992692,82,0.64,4.43,3.81
34,148191153903326,82,41.05365,28.993231,Work,1,23,41.0490059,29.00016772,0,41.05469334,28.9992692,82,0.64,0.78,0.52
35,148191170981494,1111,41.025745,28.958967,Work,2,23,41.0575595,29.02600015,0,41.0575595,29.02600015,0,0,6.65,6.65
72,148192934814218,75,41.006882,28.797319,Work,17,23,41.09818164,28.76203624,0,41.00280873,28.79787306,75,11.03,10.59,0.46
76,148194006492350,1046,40.959423,29.072475,Residence,17,23,40.95926455,29.07321401,1046,40.95926455,29.07321401,1046,0,0.06,0.06
81,148195122756662,36,40.9883,29.086309,Work,1,23,40.97251923,29.08203527,0,40.98539599,29.07815684,0,1.47,1.79,0.76
82,148195122756662,84,40.96933,29.091743,Work,1,23,40.97251923,29.08203527,0,40.98539599,29.07815684,0,1.47,0.89,2.12
83,148195167850717,25,41.07671,29.027039,Work,1,23,41.11597022,29.0138744,0,41.07201692,29.012313,24,4.89,4.51,1.34
84,148195167850717,24,41.076225,29.011829,Work,14,23,41.11597022,29.0138744,0,41.07201692,29.012313,24,4.89,4.43,0.47
85,148195184600048,1025,41.034428,28.983999,Residence,3,23,41.00427333,28.77777998,0,41.03423832,28.98367841,1025,17.61,17.64,0.03
86,148195184600048,1025,41.034428,28.983999,Work,14,23,41.00427333,28.77777998,0,41.03423832,28.98367841,1025,17.61,17.64,0.03
134,148196465063288,1123,41.042507,29.001322,Work,4,23,41.17947914,28.89159249,0,41.04592923,28.99891432,1123_1071,17.38,17.81,0.43
137,148196825054907,92,41.06768,28.992279,Work,1,23,41.07199677,28.99895212,89,41.07199677,28.99895212,89,0,0.74,0.74
138,148196825054907,89,41.070644,29.00189,Work,11,23,41.07199677,28.99895212,89,41.07199677,28.99895212,89,0,0.29,0.29
139,148196825054907,89,41.070644,29.00189,Residence,15,23,41.07199677,28.99895212,89,41.07199677,28.99895212,89,0,0.29,0.29
148,148197038126827,76,41.068562,29.005823,Work,1,23,41.08958228,28.6781656,0,41.06225649,29.01165768,0,28.15,27.59,0.86
149,148197038126827,21,41.078178,29.010618,Residence,1,23,41.08958228,28.6781656,0,41.06225649,29.01165768,0,28.15,27.92,1.77
172,148197787953108,1025,41.034428,28.983999,Residence,1,23,41.04513335,29.01165766,1005,41.08163542,29.01182728,1002_1075,4.06,2.61,5.75
173,148197787953108,1002,41.08334,29.012632,Work,9,23,41.04513335,29.01165766,1005,41.08163542,29.01182728,1002_1075,4.06,4.25,0.2
174,148197787953108,1077,41.030857,28.973768,Residence,1,23,41.04513335,29.01165766,1005,41.08163542,29.01182728,1002_1075,4.06,3.56,6.49
175,148197787953108,1005,41.042542,29.011812,Work,3,23,41.04513335,29.01165766,1005,41.08163542,29.01182728,1002_1075,4.06,0.29,4.35
176,148197787953108,1005,41.042542,29.011812,Residence,16,23,41.04513335,29.01165766,1005,41.08163542,29.01182728,1002_1075,4.06,0.29,4.35
177,148197800168897,35,41.062988,28.807287,Work,15,23,41.00699032,28.84272531,0,41.06478438,28.80592238,35,7.14,6.91,0.23
178,148197800168897,77,40.98867,28.845539,Residence,1,23,41.00699032,28.84272531,0,41.06478438,28.80592238,35,7.14,2.05,9.1
185,148197938098415,1107,41.063766,29.032955,Residence,1,23,41.08933348,29.02271184,0,41.08933348,29.02271184,0,0,2.97,2.97
191,148198185832184,79,41.020855,29.03953,Residence,18,23,41.01780688,29.04111532,79,40.99228199,29.07162217,0,3.83,0.36,4.17
203,148198429296621,1059,41.006886,29.033216,Residence,11,23,41.00785018,29.03333782,1059,41.05194574,29.07055483,0,5.82,0.11,5.92
205,148198478592083,86,40.995384,28.909842,Residence,25,23,40.99289483,28.90852399,86,40.99289483,28.90852399,86,0,0.3,0.3
230,148200498003630,75,41.006882,28.797319,Residence,15,23,41.00876122,28.80259576,75,41.00876122,28.80259576,75,0,0.49,0.49
235,148200798030898,1033,41.038063,28.983295,Work,2,23,41.04306915,28.98547317,1095_1001,41.04306915,28.98547317,1095_1001,0,0.59,0.59
236,148200798030898,1033,41.038063,28.983295,Residence,1,23,41.04306915,28.98547317,1095_1001,41.04306915,28.98547317,1095_1001,0,0.59,0.59
237,148200798030898,1095,41.040092,28.987194,Residence,6,23,41.04306915,28.98547317,1095_1001,41.04306915,28.98547317,1095_1001,0,0.36,0.36
238,148200798030898,1095,41.040092,28.987194,Work,9,23,41.04306915,28.98547317,1095_1001,41.04306915,28.98547317,1095_1001,0,0.36,0.36
1,148188687672868,1045,41.080986,29.035622,Work,7,22,41.11369491,29.04395116,0,41.07945154,29.03530888,1045,3.88,3.71,0.17
2,148188687672868,25,41.07671,29.027039,Work,1,22,41.11369491,29.04395116,0,41.07945154,29.03530888,1045,3.88,4.35,0.76
21,148190499521599,37,41.01128,28.81583,Residence,5,22,41.01099571,28.81940993,37,41.00092791,28.8255985,0,1.24,0.3,1.41
22,148190499521599,37,41.01128,28.81583,Work,5,22,41.01099571,28.81940993,37,41.00092791,28.8255985,0,1.24,0.3,1.41
26,148190832851206,37,41.01128,28.81583,Work,3,22,41.01079653,28.81191561,37,41.01079653,28.81191561,37,0,0.33,0.33
27,148190832851206,37,41.01128,28.81583,Residence,3,22,41.01079653,28.81191561,37,41.01079653,28.81191561,37,0,0.33,0.33
32,148191150293906,81,40.978561,29.10008,Work,5,22,40.9712263,29.11793145,0,40.97645706,29.09670379,81,1.88,1.71,0.37
48,148191625694993,75,41.006882,28.797319,Residence,2,22,41.39662061,33.78485746,0,41.39662061,33.78485746,0,0,419.92,419.92
69,148192561304190,1090,41.030792,28.974257,Residence,1,22,40.9828214,28.87656462,0,40.9828214,28.87656462,0,0,9.79,9.79
70,148192561304190,1049,41.077419,29.028307,Residence,5,22,40.9828214,28.87656462,0,40.9828214,28.87656462,0,0,16.53,16.53
93,148195347082968,94,41.04657,28.897532,Work,1,22,41.04786146,28.88304461,0,41.03450963,28.91102923,0,2.78,1.22,1.76
95,148195404169841,1063,41.059879,28.980932,Work,2,22,41.06333496,28.98069662,1063,41.10778599,29.00787097,116,5.45,0.39,5.79
96,148195404169841,1063,41.059879,28.980932,Residence,18,22,41.06333496,28.98069662,1063,41.10778599,29.00787097,116,5.45,0.39,5.79
107,148195826233241,72,41.001488,29.054775,Work,1,22,40.727431,31.5931507,0,40.73130981,31.56153448,0,2.7,215.86,213.15
120,148195987675283,73,40.964191,28.80168,Work,2,22,40.9791589,28.78053764,0,40.9791589,28.78053764,0,0,2.44,2.44
123,148196248745265,23,39.848064,32.835148,Work,7,22,39.8454373,32.83191986,23,39.8945942,32.86762752,1009,6.27,0.4,5.88
124,148196248745265,1009,39.896866,32.866734,Work,12,22,39.8454373,32.83191986,23,39.8945942,32.86762752,1009,6.27,6.45,0.26
125,148196248745265,23,39.848064,32.835148,Residence,6,22,39.8454373,32.83191986,23,39.8945942,32.86762752,1009,6.27,0.4,5.88
129,148196363792298,1054,41.035179,28.988338,Work,1,22,41.09582591,28.97087653,0,41.09582591,28.97087653,0,0,6.91,6.91
140,148196848576499,1033,41.038063,28.983295,Residence,20,22,41.03669464,28.98148178,1033_1025,41.03963778,28.97612498,0,0.56,0.22,0.63
141,148196848576499,1025,41.034428,28.983999,Residence,1,22,41.03669464,28.98148178,1033_1025,41.03963778,28.97612498,0,0.56,0.33,0.88
142,148196848576499,1092,41.036324,28.986389,Residence,1,22,41.03669464,28.98148178,1033_1025,41.03963778,28.97612498,0,0.56,0.41,0.94
143,148196848576499,1033,41.038063,28.983295,Work,2,22,41.03669464,28.98148178,1033_1025,41.03963778,28.97612498,0,0.56,0.22,0.63
144,148196848576499,1095,41.040092,28.987194,Residence,1,22,41.03669464,28.98148178,1033_1025,41.03963778,28.97612498,0,0.56,0.61,0.93
145,148196897039778,26,41.109474,29.030212,Work,18,22,41.01866508,29.01635154,0,41.11053932,29.03285067,26,10.32,10.18,0.25
170,148197604635991,80,40.97773,28.873442,Residence,1,22,41.04815374,28.82181921,0,41.04815374,28.82181921,0,0,8.96,8.96
171,148197604635991,80,40.97773,28.873442,Work,1,22,41.04815374,28.82181921,0,41.04815374,28.82181921,0,0,8.96,8.96
213,148199134027834,53,39.951141,32.831291,Work,1,22,40.20242153,32.6812601,0,40.20242153,32.6812601,0,0,30.75,30.75
215,148199401110400,37,41.01128,28.81583,Residence,11,22,41.00995869,28.82056161,37,41.07128308,28.97838814,0,14.91,0.42,15.2
216,148199401110400,37,41.01128,28.81583,Work,1,22,41.00995869,28.82056161,37,41.07128308,28.97838814,0,14.91,0.42,15.2
224,148200188310930,1082,41.058075,28.980726,Work,1,22,41.07795096,28.99680658,0,41.07795096,28.99680658,0,0,2.59,2.59
225,148200188310930,1043,41.041405,28.997549,Work,2,22,41.07795096,28.99680658,0,41.07795096,28.99680658,0,0,4.07,4.07
226,148200188310930,1043,41.041405,28.997549,Residence,1,22,41.07795096,28.99680658,0,41.07795096,28.99680658,0,0,4.07,4.07
231,148200652522035,1082,41.058075,28.980726,Work,8,22,41.05649523,28.98147055,1082,41.05649523,28.98147055,1082,0,0.19,0.19
232,148200652522035,63,39.900372,32.863522,Work,1,22,41.05649523,28.98147055,1082,41.05649523,28.98147055,1082,0,352.97,352.97
233,148200652522035,1082,41.058075,28.980726,Residence,8,22,41.05649523,28.98147055,1082,41.05649523,28.98147055,1082,0,0.19,0.19
234,148200745073453,1082,41.058075,28.980726,Work,11,22,41.05660855,28.9732319,0,41.05509582,28.98198853,1082,0.75,0.65,0.35
248,148201370301917,1005,41.042542,29.011812,Work,15,22,41.08447622,29.09112419,0,41.04376591,29.00995281,1005,8.18,8.13,0.21
249,148201370301917,89,41.070644,29.00189,Residence,1,22,41.08447622,29.09112419,0,41.04376591,29.00995281,1005,8.18,7.64,3.07
250,148201370301917,89,41.070644,29.00189,Work,1,22,41.08447622,29.09112419,0,41.04376591,29.00995281,1005,8.18,7.64,3.07
281,148204218683674,81,40.978561,29.10008,Residence,3,22,40.90055124,29.25302782,0,40.91417238,29.30016217,0,4.25,15.52,18.29
312,148205135720020,30,41.062481,28.993097,Residence,15,22,41.06134862,28.9962731,30,41.11022669,29.02421377,26,5.92,0.29,5.92
313,148205135720020,26,41.109474,29.030212,Work,2,22,41.06134862,28.9962731,30,41.11022669,29.02421377,26,5.92,6.07,0.51
330,148205500319702,82,41.05365,28.993231,Residence,6,22,41.0560775,28.99319291,82,41.0560775,28.99319291,82,0,0.27,0.27
331,148205500319702,82,41.05365,28.993231,Work,14,22,41.0560775,28.99319291,82,41.0560775,28.99319291,82,0,0.27,0.27
345,148206316199971,29,39.910645,32.776825,Work,6,22,39.91333542,32.77186782,29,39.91333542,32.77186782,29,0,0.52,0.52
346,148206316199971,29,39.910645,32.776825,Residence,10,22,39.91333542,32.77186782,29,39.91333542,32.77186782,29,0,0.52,0.52
347,148206347336836,1067,40.971657,29.060005,Work,1,22,40.9781477,29.04955133,0,40.9781477,29.04955133,0,0,1.14,1.14
350,148206545661786,32,41.026299,29.12644,Work,1,22,41.09092651,29.17737665,0,41.09092651,29.17737665,0,0,8.37,8.37
374,148208900088276,1028,41.139366,29.055521,Work,4,22,41.13717876,29.05670429,1028,41.13717876,29.05670429,1028,0,0.26,0.26
375,148208900088276,1028,41.139366,29.055521,Residence,17,22,41.13717876,29.05670429,1028,41.13717876,29.05670429,1028,0,0.26,0.26
37,148191262718038,33,41.025009,29.106171,Residence,11,21,41.02288741,29.10461986,33,41.02288741,29.10461986,33,0,0.27,0.27
38,148191262718038,33,41.025009,29.106171,Work,2,21,41.02288741,29.10461986,33,41.02288741,29.10461986,33,0,0.27,0.27
49,148191710348219,30,41.062481,28.993097,Work,1,21,41.06217862,28.98626733,1063_30,41.06217862,28.98626733,1063_30,0,0.57,0.57
50,148191745097665,88,40.98584,29.100296,Work,12,21,41.08846817,29.02391925,0,40.98744623,29.0953463,88,12.74,13.1,0.45
71,148192590903246,77,40.98867,28.845539,Residence,1,21,41.04478323,28.86507842,0,40.98864782,29.02322005,0,14.68,6.46,14.93
78,148194481312054,30,41.062481,28.993097,Residence,1,21,41.08491376,28.92348855,0,41.04111818,29.00104012,1123,8.13,6.35,2.47
79,148194481312054,1123,41.042507,29.001322,Work,7,21,41.08491376,28.92348855,0,41.04111818,29.00104012,1123,8.13,8.06,0.16
80,148194481312054,27,41.066319,29.017076,Work,2,21,41.08491376,28.92348855,0,41.04111818,29.00104012,1123,8.13,8.12,3.11
92,148195278939638,30,41.062481,28.993097,Residence,1,21,41.0766137,28.97274553,0,40.9959327,28.86307874,0,12.86,2.32,13.19
97,148195493845071,1082,41.058075,28.980726,Work,2,21,41.05480876,28.98263726,1082,41.05474093,28.99850786,82,1.33,0.4,1.54
98,148195493845071,1082,41.058075,28.980726,Residence,8,21,41.05480876,28.98263726,1082,41.05474093,28.99850786,82,1.33,0.4,1.54
99,148195493845071,82,41.05365,28.993231,Work,2,21,41.05480876,28.98263726,1082,41.05474093,28.99850786,82,1.33,0.9,0.46
100,148195499200101,1044,41.051067,28.992605,Work,7,21,41.15028212,28.85573437,0,41.0513738,28.99261406,1055_1044_82,15.91,15.93,0.03
115,148195961783155,1068,41.059944,29.036209,Work,1,21,41.10587715,28.99890196,0,40.98025376,29.21050385,0,22.61,6,17.12
118,148195983143530,32,41.026299,29.12644,Work,1,21,40.87406248,29.27393543,0,40.96229937,29.10980695,0,16.94,21,7.26
122,148196191539207,1035,39.89819,32.865135,Residence,1,21,40.99243115,29.1256043,0,40.99169764,29.13078148,0,0.44,339.38,338.94
147,148196995503312,37,41.01128,28.81583,Residence,1,21,41.0149025,28.83330294,0,41.0149025,28.83330294,0,0,1.52,1.52
163,148197478656623,72,41.001488,29.054775,Work,1,21,40.99977345,29.0555051,72,40.99977345,29.0555051,72,0,0.2,0.2
164,148197478656623,72,41.001488,29.054775,Residence,5,21,40.99977345,29.0555051,72,40.99977345,29.0555051,72,0,0.2,0.2
181,148197884347580,55,39.882961,32.685566,Residence,14,21,39.88492106,32.68867487,55,39.91719342,32.85844165,0,14.94,0.34,15.25
182,148197884347580,55,39.882961,32.685566,Work,3,21,39.88492106,32.68867487,55,39.91719342,32.85844165,0,14.94,0.34,15.25
196,148198328424475,1082,41.058075,28.980726,Work,1,21,41.05962856,28.98930652,30,41.01987101,28.94204417,0,5.94,0.74,5.35
197,148198328424475,30,41.062481,28.993097,Work,6,21,41.05962856,28.98930652,30,41.01987101,28.94204417,0,5.94,0.45,6.39
198,148198328424475,30,41.062481,28.993097,Residence,1,21,41.05962856,28.98930652,30,41.01987101,28.94204417,0,5.94,0.45,6.39
204,148198446446788,1064,41.01038,28.96965,Work,1,21,40.99568269,28.92842471,0,40.99568269,28.92842471,0,0,3.83,3.83
217,148199565147820,79,41.020855,29.03953,Residence,5,21,41.01706143,29.04156951,79,41.01016864,29.03605996,1059,0.9,0.46,1.22
218,148199565147820,79,41.020855,29.03953,Work,9,21,41.01706143,29.04156951,79,41.01016864,29.03605996,1059,0.9,0.46,1.22
219,148199565147820,1059,41.006886,29.033216,Work,7,21,41.01706143,29.04156951,79,41.01016864,29.03605996,1059,0.9,1.33,0.44
222,148200044310562,26,41.109474,29.030212,Work,1,21,41.21534667,29.01534058,0,41.21534667,29.01534058,0,0,11.85,11.85
227,148200426767725,1069,41.059536,29.035246,Work,1,21,40.98141816,29.04492039,1022,41.04679822,28.99801552,1071,8.28,8.73,3.43
228,148200426767725,1071,41.047516,28.994026,Work,4,21,40.98141816,29.04492039,1022,41.04679822,28.99801552,1071,8.28,8.51,0.34
229,148200426767725,1022,40.97739,29.041759,Residence,3,21,40.98141816,29.04492039,1022,41.04679822,28.99801552,1071,8.28,0.52,8.56
243,148201224902561,1111,41.025745,28.958967,Residence,1,21,41.00048671,28.87817301,0,41.02270018,28.5854109,0,24.72,7.35,31.37
244,148201224902561,1111,41.025745,28.958967,Work,2,21,41.00048671,28.87817301,0,41.02270018,28.5854109,0,24.72,7.35,31.37
276,148204121394068,81,40.978561,29.10008,Work,8,21,40.97806739,29.10609495,81,40.97806739,29.10609495,81,0,0.51,0.51
277,148204121394068,81,40.978561,29.10008,Residence,3,21,40.97806739,29.10609495,81,40.97806739,29.10609495,81,0,0.51,0.51
335,148205647633267,1025,41.034428,28.983999,Work,1,21,41.09808881,28.98857864,0,41.09694148,28.98573821,0,0.27,7.1,6.96
342,148205960652704,21,41.078178,29.010618,Work,6,21,41.06509285,28.7751152,0,41.07706877,29.00920771,21_1030_87,19.69,19.82,0.17
362,148207878354800,71,41.04797,28.80934,Work,8,21,40.99435583,28.84758122,0,40.99435583,28.84758122,0,0,6.78,6.78
363,148208183419619,77,40.98867,28.845539,Residence,18,21,40.98723681,28.84329659,77,40.98723681,28.84329659,77,0,0.25,0.25
364,148208183419619,77,40.98867,28.845539,Work,2,21,40.98723681,28.84329659,77,40.98723681,28.84329659,77,0,0.25,0.25
387,148211780740025,87,41.077419,29.011221,Work,10,21,41.07845028,28.68219254,0,41.07587553,29.0102685,87_24_21,27.53,27.61,0.19
388,148211780740025,24,41.076225,29.011829,Work,1,21,41.07845028,28.68219254,0,41.07587553,29.0102685,87_24_21,27.53,27.66,0.14
396,148212403101013,74,41.053925,28.79114,Work,2,21,41.05770219,28.78957594,74,41.05770219,28.78957594,74,0,0.44,0.44
397,148212403101013,74,41.053925,28.79114,Residence,16,21,41.05770219,28.78957594,74,41.05770219,28.78957594,74,0,0.44,0.44
403,148212712596256,1006,41.067345,29.044441,Work,1,21,41.17557807,28.89804578,0,41.07767255,29.02744435,25_1049,15.38,17.2,1.83
404,148212712596256,1108,41.067451,29.043747,Work,1,21,41.17557807,28.89804578,0,41.07767255,29.02744435,25_1049,15.38,17.15,1.78
405,148212712596256,1049,41.077419,29.028307,Work,1,21,41.17557807,28.89804578,0,41.07767255,29.02744435,25_1049,15.38,15.45,0.08
407,148212799027344,66,39.911217,32.81263,Work,3,21,39.91241776,32.7591501,66,39.90886935,32.75537382,66,0.51,4.57,4.9
418,148213756668912,60,39.976639,32.867161,Residence,13,21,39.97480717,32.86250103,60,39.97480717,32.86250103,60,0,0.45,0.45
444,148217678302018,1063,41.059879,28.980932,Residence,12,21,41.06248874,28.97837708,1063,41.06248874,28.97837708,1063,0,0.36,0.36
445,148217678302018,1063,41.059879,28.980932,Work,1,21,41.06248874,28.97837708,1063,41.06248874,28.97837708,1063,0,0.36,0.36
446,148217678302018,1108,41.067451,29.043747,Work,1,21,41.06248874,28.97837708,1063,41.06248874,28.97837708,1063,0,5.51,5.51
108,148195844473382,80,40.97773,28.873442,Residence,16,20,40.97814363,28.87816272,80,41.01051962,28.97191456,1064,8.66,0.4,9.04
109,148195844473382,1064,41.01038,28.96965,Work,7,20,40.97814363,28.87816272,80,41.01051962,28.97191456,1064,8.66,8.48,0.19
110,148195848409868,1023,41.058266,28.980352,Residence,14,20,41.05637659,28.97681907,1023,41.06034728,28.96904802,0,0.79,0.36,0.98
111,148195848409868,1023,41.058266,28.980352,Work,2,20,41.05637659,28.97681907,1023,41.06034728,28.96904802,0,0.79,0.36,0.98
116,148195977962327,84,40.96933,29.091743,Residence,14,20,40.96980479,29.0951291,84,40.95276261,29.10094198,0,1.96,0.29,2
117,148195977962327,84,40.96933,29.091743,Work,1,20,40.96980479,29.0951291,84,40.95276261,29.10094198,0,1.96,0.29,2
153,148197107728886,36,40.9883,29.086309,Work,4,20,40.98906452,29.089035,36,40.98906452,29.089035,36,0,0.24,0.24
154,148197107728886,36,40.9883,29.086309,Residence,4,20,40.98906452,29.089035,36,40.98906452,29.089035,36,0,0.24,0.24
156,148197172117363,74,41.053925,28.79114,Residence,4,20,41.05604689,28.79641423,74,41.07104969,28.79727879,0,1.67,0.5,1.97
157,148197172117363,74,41.053925,28.79114,Work,1,20,41.05604689,28.79641423,74,41.07104969,28.79727879,0,1.67,0.5,1.97
166,148197579447147,82,41.05365,28.993231,Work,1,20,41.05541345,28.99443395,82,41.05541345,28.99443395,82,0,0.22,0.22
167,148197579447147,92,41.06768,28.992279,Residence,4,20,41.05541345,28.99443395,82,41.05541345,28.99443395,82,0,1.38,1.38
168,148197579447147,82,41.05365,28.993231,Residence,10,20,41.05541345,28.99443395,82,41.05541345,28.99443395,82,0,0.22,0.22
169,148197579447147,74,41.053925,28.79114,Residence,1,20,41.05541345,28.99443395,82,41.05541345,28.99443395,82,0,17.07,17.07
193,148198291055816,1110,41.030804,28.983236,Residence,1,20,40.96179806,29.08557751,0,40.96179806,29.08557751,0,0,11.53,11.53
241,148200959318818,35,41.062988,28.807287,Work,4,20,41.05808817,28.80241573,0,41.05921855,28.80618963,35,0.34,0.68,0.43
253,148201460730665,84,40.96933,29.091743,Work,1,20,40.9661883,29.09146426,84,40.9661883,29.09146426,84,0,0.35,0.35
254,148201460730665,84,40.96933,29.091743,Residence,13,20,40.9661883,29.09146426,84,40.9661883,29.09146426,84,0,0.35,0.35
255,148201479243723,32,41.026299,29.12644,Work,1,20,40.99129137,29.1251691,0,41.06879376,29.00520666,76,13.26,3.9,11.22
256,148201479243723,76,41.068562,29.005823,Work,6,20,40.99129137,29.1251691,0,41.06879376,29.00520666,76,13.26,13.21,0.06
257,148201526232068,1052,41.040592,29.005133,Work,2,20,41.19546118,29.03939857,0,41.04396837,29.00694379,1052_1005,17.08,17.48,0.41
259,148201820556130,26,41.109474,29.030212,Work,10,20,41.0096913,29.11259558,0,41.10762975,29.03232269,26,12.82,13.08,0.27
261,148202009965558,1064,41.01038,28.96965,Work,15,20,41.02882383,29.03272374,0,41.00795827,28.97246066,1064,5.57,5.68,0.36
264,148202510784982,79,41.020855,29.03953,Work,2,20,40.96854099,29.1176828,0,40.96854099,29.1176828,0,0,8.78,8.78
265,148202510784982,79,41.020855,29.03953,Residence,5,20,40.96854099,29.1176828,0,40.96854099,29.1176828,0,0,8.78,8.78
291,148204821583613,34,40.977467,28.871523,Work,16,20,41.00358199,28.85259699,0,40.97759512,28.87119784,34,3.29,3.31,0.03
310,148205135589811,1096,40.986317,29.103914,Residence,1,20,40.97573234,29.06903976,0,40.97573234,29.06903976,0,0,3.16,3.16
311,148205135589811,1067,40.971657,29.060005,Work,1,20,40.97573234,29.06903976,0,40.97573234,29.06903976,0,0,0.88,0.88
326,148205394689846,86,40.995384,28.909842,Work,5,20,40.99564997,28.91242164,86,40.99564997,28.91242164,86,0,0.22,0.22
327,148205443609478,79,41.020855,29.03953,Residence,18,20,41.01834103,29.03624806,79,40.93970321,29.13409897,0,12.01,0.39,12.03
348,148206501110013,1071,41.047516,28.994026,Residence,15,20,41.04657572,28.99915305,1071,41.03378527,28.9016913,0,8.31,0.44,7.9
358,148207580952929,1121,41.064659,29.032145,Work,7,20,41.06582582,29.02703069,1121_1122,41.06582582,29.02703069,1121_1122,0,0.45,0.45
359,148207580952929,1121,41.064659,29.032145,Residence,24,20,41.06582582,29.02703069,1121_1122,41.06582582,29.02703069,1121_1122,0,0.45,0.45
360,148207653335001,80,40.97773,28.873442,Work,3,20,41.0580707,28.93609138,0,41.05800968,28.91134557,0,2.08,10.38,9.49
381,148209142865846,37,41.01128,28.81583,Work,11,20,41.05932459,28.66830156,0,41.01237803,28.81362207,37,13.27,13.49,0.22
385,148209961519040,86,40.995384,28.909842,Work,3,20,40.98417315,28.90146519,0,40.99774057,28.90093282,0,1.51,1.43,0.79
408,148212892997670,76,41.068562,29.005823,Work,1,20,41.52182823,52.63328982,0,41.52375177,52.62526077,0,0.7,1970.6,1969.91
409,148212892997670,76,41.068562,29.005823,Residence,2,20,41.52182823,52.63328982,0,41.52375177,52.62526077,0,0.7,1970.6,1969.91
412,148213190957413,1024,41.010406,28.969629,Residence,1,20,41.00908449,28.96412324,1024,36.26210976,2.758011878,0,2329.74,0.49,2330.21
432,148215823238190,1021,41.078693,29.032251,Work,13,20,41.04509901,28.83900315,0,41.07719037,29.03327802,1021,16.69,16.65,0.19
435,148216273261513,27,41.066319,29.017076,Work,14,20,41.07933999,29.08699809,0,41.06634795,29.01639701,27,6.1,6.04,0.06
